dataset,forecaster,coverage,horizon_hours,window,method,n,picp,mpiw,winkler_interval_score,macro_user_abs_coverage_gap,user_coverage_std,max_abs_cluster_coverage_gap,forecaster_key,window_order
Ausgrid,lightgbm_quantile,0.8,1.0,2012-12,rolling_global_norm,444912,0.8000908044736936,0.401108331806177,0.659851026328109,0.0397678642068543,0.0555359055582296,0.0093001588465297,lgbm,5
Ausgrid,lightgbm_quantile,0.8,1.0,2012-12,rolling_group_norm,444912,0.7999222318121336,0.4010363710345866,0.6598288545736664,0.0396613262847484,0.0558852688744765,0.0036290322580645,lgbm,5
Ausgrid,lightgbm_quantile,0.8,1.0,2012-12,rolling_user_norm,444912,0.8006347322616607,0.4001942649048083,0.6587902967649849,0.0257165461934045,0.0348046842209546,0.0060954993903115,lgbm,5
Ausgrid,lightgbm_quantile,0.8,1.0,2012-12,aci_global,444912,0.8000166325026072,0.401017327260744,0.6598514621249877,0.0398375409069658,0.0556749439485308,0.009277248289345,lgbm,5
Ausgrid,lightgbm_quantile,0.8,1.0,2012-12,aci_segment,444912,0.8000593375768691,0.4012556403809376,0.6598237669729559,0.0394990470025533,0.0560867544836448,0.0008767106549364,lgbm,5
Ausgrid,lightgbm_quantile,0.8,1.0,2012-12,aci_user,444912,0.8013786996080123,0.3997499872236099,0.6576884893593351,0.0050351530190239,0.0073012950346425,0.0017320381231671,lgbm,5
Ausgrid,lightgbm_quantile,0.8,1.0,2012-12,pid_global,444912,0.7997783831409357,0.401334659038715,0.6596405860370311,0.0395291653180853,0.0552991681112603,0.009086326979472,lgbm,5
Ausgrid,lightgbm_quantile,0.8,1.0,2012-12,pid_segment,444912,0.7997626496925234,0.4016940590878556,0.659610594525176,0.0388948825835221,0.0554263900682166,0.0003727413812216,lgbm,5
Ausgrid,lightgbm_quantile,0.8,1.0,2012-12,pid_user,444912,0.7996277915632755,0.410674264592172,0.6629260883677534,0.0011166253101737,0.0014639994063798,0.0005182352289103,lgbm,5
Ausgrid,lightgbm_quantile,0.8,1.0,2013-01,raw,444912,0.7731191786240874,0.4413605133409093,0.7779631923455843,0.049177365411587,0.0720288953875453,0.0287786830728301,lgbm,6
Ausgrid,lightgbm_quantile,0.8,1.0,2013-01,rolling_global_norm,444912,0.7932467544143561,0.4472789974131369,0.7775243540410982,0.0436306505556155,0.0658464540399463,0.0120413601207319,lgbm,6
Ausgrid,lightgbm_quantile,0.8,1.0,2013-01,rolling_group_norm,444912,0.7931950587981443,0.4473876299414421,0.7775081162601631,0.0435672672348689,0.0662755609320414,0.0088737390533201,lgbm,6
Ausgrid,lightgbm_quantile,0.8,1.0,2013-01,rolling_user_norm,444912,0.7939187974251087,0.4460509425830024,0.7759647548830915,0.0279956485776962,0.0395621933719737,0.0101901119609799,lgbm,6
Ausgrid,lightgbm_quantile,0.8,1.0,2013-01,aci_global,444912,0.799211978998094,0.449289797265536,0.777508251961123,0.0432143884633365,0.0646662478555521,0.0091779692082111,lgbm,6
Ausgrid,lightgbm_quantile,0.8,1.0,2013-01,aci_segment,444912,0.799245693530406,0.4495192597744419,0.7774833482157342,0.0430539072895314,0.064772575131302,0.0012179913535085,lgbm,6
