forecaster,dataset,configuration,coverage,horizon_hours,window,window_order,strategy,selected_policy,loss
LightGBM,Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-06,11,Month-wise oracle,rolling_user_norm,0.0232302836488179
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-07,0,CSGR,rolling_user_norm,0.0318347402509832
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-07,0,Mean-fold minimum,rolling_user_norm,0.0318347402509832
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-07,0,Latest-fold minimum,rolling_user_norm,0.0318347402509832
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-07,0,Previous-window winner,rolling_global_norm,0.0441346808420699
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-07,0,Follow-the-leader,rolling_global_norm,0.0441346808420699
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-07,0,Global-CQR,rolling_global_norm,0.0441346808420699
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-07,0,Segment-CQR,rolling_group_norm,0.0396178013343598
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-07,0,User-CQR,rolling_user_norm,0.0318347402509832
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-07,0,Ex-post best fixed,rolling_user_norm,0.0318347402509832
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-07,0,Month-wise oracle,rolling_user_norm,0.0318347402509832
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-08,1,CSGR,rolling_user_norm,0.0207144870528022
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-08,1,Mean-fold minimum,rolling_user_norm,0.0207144870528022
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-08,1,Latest-fold minimum,rolling_user_norm,0.0207144870528022
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-08,1,Previous-window winner,rolling_user_norm,0.0207144870528022
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-08,1,Follow-the-leader,rolling_user_norm,0.0207144870528022
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-08,1,Global-CQR,rolling_global_norm,0.0372130991880752
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-08,1,Segment-CQR,rolling_group_norm,0.0305216435037612
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-08,1,User-CQR,rolling_user_norm,0.0207144870528022
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-08,1,Ex-post best fixed,rolling_user_norm,0.0207144870528022
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-08,1,Month-wise oracle,rolling_user_norm,0.0207144870528022
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-09,2,CSGR,rolling_user_norm,0.0400746992289111
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-09,2,Mean-fold minimum,rolling_user_norm,0.0400746992289111
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-09,2,Latest-fold minimum,rolling_user_norm,0.0400746992289111
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-09,2,Previous-window winner,rolling_user_norm,0.0400746992289111
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-09,2,Follow-the-leader,rolling_user_norm,0.0400746992289111
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-09,2,Global-CQR,rolling_global_norm,0.0508955303452585
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-09,2,Segment-CQR,rolling_group_norm,0.0458715499476368
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-09,2,User-CQR,rolling_user_norm,0.0400746992289111
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-09,2,Ex-post best fixed,rolling_user_norm,0.0400746992289111
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-09,2,Month-wise oracle,rolling_user_norm,0.0400746992289111
