source,variant,layout,threshold_se,fallback,efficiency_weight,windows,mean_router_loss,mean_best_fixed_loss,mean_global_loss,mean_oracle_loss,mean_delta_best_fixed,mean_delta_global,mean_router_user_gap,mean_router_segment_gap,mean_router_interval_score,strict_conflict_rate_vs_global,selected_global,selected_segment,selected_user,block_months,delta_best_ci_low,delta_best_ci_high
persistence,expanding_k1_global_eta0.01,expanding,1.0,global,0.01,140,0.08529210258390828,0.08590522689506801,0.10289397448437472,0.08422553882660834,-0.0006131243111597406,-0.017601871900466456,0.046814664111368504,0.035965076259000674,311.5658272463572,0.12857142857142856,16,5,119,2,-0.0012577021858651478,-7.302620020271678e-05
persistence,expanding_k1_global_eta0.01,expanding,1.0,global,0.01,140,0.08529210258390828,0.08590522689506801,0.10289397448437472,0.08422553882660834,-0.0006131243111597406,-0.017601871900466456,0.046814664111368504,0.035965076259000674,311.5658272463572,0.12857142857142856,16,5,119,3,-0.0011836783778813717,-9.443346978783394e-05
persistence,expanding_k1_history_best_eta0,expanding,1.0,history_best,0.0,140,0.04164146946287663,0.042041960304314674,0.05808506264599228,0.04030325542381303,-0.0004004908414380322,-0.01644359318311565,0.04690606915788262,0.03637686976787064,310.95688532299243,0.15,11,7,122,2,-0.0007858534341662394,-6.590996095509903e-05
persistence,expanding_k1_history_best_eta0,expanding,1.0,history_best,0.0,140,0.04164146946287663,0.042041960304314674,0.05808506264599228,0.04030325542381303,-0.0004004908414380322,-0.01644359318311565,0.04690606915788262,0.03637686976787064,310.95688532299243,0.15,11,7,122,3,-0.0007807953709196558,-6.339076283074212e-05
persistence,expanding_k1_history_best_eta0.01,expanding,1.0,history_best,0.01,140,0.08563683710278171,0.08590522689506801,0.10289397448437472,0.08422553882660834,-0.0002683897922862978,-0.017257137381593013,0.04677195476811006,0.0367041008513847,311.5666338346337,0.15,11,5,124,2,-0.0005999846468339544,7.006481661880127e-06
persistence,expanding_k1_history_best_eta0.01,expanding,1.0,history_best,0.01,140,0.08563683710278171,0.08590522689506801,0.10289397448437472,0.08422553882660834,-0.0002683897922862978,-0.017257137381593013,0.04677195476811006,0.0367041008513847,311.5666338346337,0.15,11,5,124,3,-0.0005810287289035885,5.023400740268885e-06
persistence,expanding_k2_global_eta0,expanding,2.0,global,0.0,140,0.04131986075455896,0.042041960304314674,0.05808506264599228,0.04030325542381303,-0.0007220995497557135,-0.01676520189143333,0.048010396983828,0.034629324525289905,310.18104547832706,0.09285714285714286,30,11,99,2,-0.0025321496840728457,0.0007281085335427561
persistence,expanding_k2_global_eta0,expanding,2.0,global,0.0,140,0.04131986075455896,0.042041960304314674,0.05808506264599228,0.04030325542381303,-0.0007220995497557135,-0.01676520189143333,0.048010396983828,0.034629324525289905,310.18104547832706,0.09285714285714286,30,11,99,3,-0.002350678943467092,0.000692539888384063
persistence,expanding_k2_global_eta0.01,expanding,2.0,global,0.01,140,0.08509625809438721,0.08590522689506801,0.10289397448437472,0.08422553882660834,-0.00080896880068078,-0.017797716389987495,0.047680217330625704,0.03465017977323862,311.0226092031757,0.1,28,10,102,2,-0.0025349131314257463,0.0005762644863019611
persistence,expanding_k2_global_eta0.01,expanding,2.0,global,0.01,140,0.08509625809438721,0.08590522689506801,0.10289397448437472,0.08422553882660834,-0.00080896880068078,-0.017797716389987495,0.047680217330625704,0.03465017977323862,311.0226092031757,0.1,28,10,102,3,-0.002363804993375764,0.0005346086330882868
persistence,expanding_k2_history_best_eta0,expanding,2.0,history_best,0.0,140,0.041624178870695035,0.042041960304314674,0.05808506264599228,0.04030325542381303,-0.0004177814336196321,-0.016460883775297253,0.04733857151976159,0.03590978622162847,310.17700918102975,0.15,11,11,118,2,-0.0008281374038761894,-5.698774566883444e-05
persistence,expanding_k2_history_best_eta0,expanding,2.0,history_best,0.0,140,0.041624178870695035,0.042041960304314674,0.05808506264599228,0.04030325542381303,-0.0004177814336196321,-0.016460883775297253,0.04733857151976159,0.03590978622162847,310.17700918102975,0.15,11,11,118,3,-0.0008225697605276539,-5.901203783866674e-05
persistence,expanding_k2_history_best_eta0.01,expanding,2.0,history_best,0.01,140,0.08552279026412075,0.08590522689506801,0.10289397448437472,0.08422553882660834,-0.0003824366309472557,-0.017371184220253973,0.04717473604895422,0.03602683792346371,311.0189239985216,0.15,11,10,119,2,-0.0007751954415053029,-4.820712347424636e-05
persistence,expanding_k2_history_best_eta0.01,expanding,2.0,history_best,0.01,140,0.08552279026412075,0.08590522689506801,0.10289397448437472,0.08422553882660834,-0.0003824366309472557,-0.017371184220253973,0.04717473604895422,0.03602683792346371,311.0189239985216,0.15,11,10,119,3,-0.0007708062085462548,-4.4477796223172465e-05
persistence,recent7_direct_eta0,recent_7d_direct,,not_applicable,0.0,140,0.041872638423806334,0.042041960304314674,0.05808506264599228,0.04030325542381303,-0.000169321880508335,-0.016212424222185957,0.046835579449913324,0.03690969739769934,311.8893421993137,0.15,12,5,123,2,-0.00045497172271346793,7.262495786615624e-05
persistence,recent7_direct_eta0,recent_7d_direct,,not_applicable,0.0,140,0.041872638423806334,0.042041960304314674,0.05808506264599228,0.04030325542381303,-0.000169321880508335,-0.016212424222185957,0.046835579449913324,0.03690969739769934,311.8893421993137,0.15,12,5,123,3,-0.00041048950029942655,5.78845688586045e-05
persistence,recent7_direct_eta0.01,recent_7d_direct,,not_applicable,0.01,140,0.08571464093600285,0.08590522689506801,0.10289397448437472,0.08422553882660834,-0.00019058595906515846,-0.017179333548371874,0.0466822053339725,0.036993811527283975,311.75530524618426,0.16428571428571428,10,4,126,2,-0.0004928686807755629,5.110122707449229e-05
persistence,recent7_direct_eta0.01,recent_7d_direct,,not_applicable,0.01,140,0.08571464093600285,0.08590522689506801,0.10289397448437472,0.08422553882660834,-0.00019058595906515846,-0.017179333548371874,0.0466822053339725,0.036993811527283975,311.75530524618426,0.16428571428571428,10,4,126,3,-0.00045089013083489485,3.901788123875783e-05
