dataset,configuration,coverage,horizon_hours,window,window_order,user_weight,efficiency_weight,selected_policy,router_loss,oracle_loss,oracle_policy,router_macro_user_abs_coverage_gap,router_max_abs_cluster_coverage_gap,router_normalized_interval_score,loss__rolling_global_norm,loss__rolling_group_norm,loss__rolling_user_norm,cv_mean_gain_over_global__rolling_global_norm,cv_mean_gain_over_global__rolling_group_norm,cv_mean_gain_over_global__rolling_user_norm,cv_lower_gain__rolling_global_norm,cv_lower_gain__rolling_group_norm,cv_lower_gain__rolling_user_norm,mean_fold_policy,latest_fold_policy,forecaster,previous_window_policy,follow_the_leader_policy,best_fixed_policy
Ausgrid,lightgbm_quantile__c90__h1,0.9,1.0,2013-03,8,0.5,0.01,rolling_user_norm,0.0367994122248933,0.0367994122248933,rolling_user_norm,0.018283166109253,0.0070294313269039,2.41431135068149,0.0451827970591045,0.0439020482797566,0.0367994122248933,0.0,0.0008653113494784,0.0075808062076585,0.0,0.0002630148377139,0.0070678009812714,rolling_user_norm,rolling_user_norm,LightGBM,rolling_user_norm,rolling_user_norm,rolling_user_norm
Ausgrid,lightgbm_quantile__c90__h1,0.9,1.0,2013-04,9,0.5,0.01,rolling_user_norm,0.0417599194122781,0.0417599194122781,rolling_user_norm,0.0233625975473801,0.0139680799220273,2.3094580677574443,0.0445510418931509,0.0438737470183763,0.0417599194122781,0.0,-6.14208905059301e-05,0.006499118786868,0.0,-0.0006824273074521,0.0054946144057074,rolling_user_norm,rolling_user_norm,LightGBM,rolling_user_norm,rolling_user_norm,rolling_user_norm
Ausgrid,lightgbm_quantile__c90__h1,0.9,1.0,2013-05,10,0.5,0.01,rolling_user_norm,0.0494977996520189,0.0494977996520189,rolling_user_norm,0.0252930916675657,0.017711451058641,2.7995528288915565,0.0513646876503399,0.0502620453862409,0.0494977996520189,0.0,0.0014298583631066,0.0065319046532749,0.0,0.0008558472118943,0.0051302202849956,rolling_user_norm,rolling_user_norm,LightGBM,rolling_user_norm,rolling_user_norm,rolling_user_norm
Ausgrid,lightgbm_quantile__c90__h1,0.9,1.0,2013-06,11,0.5,0.01,rolling_user_norm,0.0523741624066639,0.0523741624066639,rolling_user_norm,0.0224730583426235,0.0119487399770905,3.5163263246806893,0.0590627261840058,0.0579284163032302,0.0523741624066639,0.0,0.0017112276831676,0.0041076473937946,0.0,0.0007641832674758,0.0025808374923409,rolling_user_norm,rolling_user_norm,LightGBM,rolling_user_norm,rolling_user_norm,rolling_user_norm
Ausgrid,lightgbm_quantile__c90__h6,0.9,6.0,2012-07,0,0.5,0.01,rolling_user_norm,0.0596938399322815,0.0596938399322815,rolling_user_norm,0.0280257668932283,0.0156295821114369,3.7866165429948953,0.0692093330593335,0.065397986693889,0.0596938399322815,0.0,0.0044794120125069,0.0066982437508772,0.0,0.0041705267370229,0.0062999347276168,rolling_user_norm,rolling_user_norm,LightGBM,rolling_global_norm,rolling_global_norm,rolling_user_norm
Ausgrid,lightgbm_quantile__c90__h6,0.9,6.0,2012-08,1,0.5,0.01,rolling_user_norm,0.0474433605934075,0.0474433605934075,rolling_user_norm,0.0233160714927895,0.0019618939822675,3.480437785587897,0.0610785245654798,0.0548963324972612,0.0474433605934075,0.0,0.0044055506683863,0.0109148650299837,0.0,0.003283083899224,0.0088811920363853,rolling_user_norm,rolling_user_norm,LightGBM,rolling_user_norm,rolling_user_norm,rolling_user_norm
Ausgrid,lightgbm_quantile__c90__h6,0.9,6.0,2012-09,2,0.5,0.01,rolling_user_norm,0.0504976583423348,0.0504976583423348,rolling_user_norm,0.0315101263470828,0.0162720959595958,2.6606547188995497,0.0596743511959845,0.055405840516845,0.0504976583423348,0.0,0.0048787123861055,0.012254082675845,0.0,0.0045064138296424,0.0116827802364631,rolling_user_norm,rolling_user_norm,LightGBM,rolling_user_norm,rolling_user_norm,rolling_user_norm
Ausgrid,lightgbm_quantile__c90__h6,0.9,6.0,2012-10,3,0.5,0.01,rolling_user_norm,0.0431618477059852,0.0431618477059852,rolling_user_norm,0.0269976984212608,0.0091134574880833,2.5106269751313186,0.0493057873826588,0.0475637752830512,0.0431618477059852,0.0,0.003968573671314,0.0082677041387844,0.0,0.0031002433901526,0.0069976086771354,rolling_user_norm,rolling_user_norm,LightGBM,rolling_user_norm,rolling_user_norm,rolling_user_norm
Ausgrid,lightgbm_quantile__c90__h6,0.9,6.0,2012-11,4,0.5,0.01,rolling_user_norm,0.0474379111191954,0.0474379111191954,rolling_user_norm,0.0270670754366406,0.0168166035353535,2.5496071633198403,0.0491463097863721,0.0494299780634542,0.0474379111191954,0.0,0.0018333078262126,0.0070361425644676,0.0,0.0009386380580132,0.0037721463270291,rolling_user_norm,rolling_user_norm,LightGBM,rolling_user_norm,rolling_user_norm,rolling_user_norm
Ausgrid,lightgbm_quantile__c90__h6,0.9,6.0,2012-12,5,0.5,0.01,rolling_user_norm,0.0460121585007729,0.0460121585007729,rolling_user_norm,0.0270377063329377,0.0078802239219598,2.855319337332412,0.0522244164209197,0.0483768971467655,0.0460121585007729,0.0,0.0014566203330005,0.0065508622683422,0.0,0.000352484414519,0.0032515660705444,rolling_user_norm,rolling_user_norm,LightGBM,rolling_user_norm,rolling_user_norm,rolling_user_norm
